date,day_of_week,is_weekend,weather,exam_day,event,attendance_pct,meals_prepared,meals_consumed,surplus_meals
2025-06-04,Wednesday,0,Rainy,0,None,71.8,347,346,1
2025-06-05,Thursday,0,Cloudy,0,None,80.5,401,383,18
2025-06-06,Friday,0,Cloudy,0,None,71.3,355,349,6
2025-06-07,Saturday,1,Sunny,0,None,68.3,361,358,3
2025-06-08,Sunday,1,Hot,0,None,61.2,290,290,0
2025-06-09,Monday,0,Rainy,0,None,71.3,345,327,18
2025-06-10,Tuesday,0,Rainy,0,None,70.0,339,336,3
2025-06-11,Wednesday,0,Sunny,0,Workshop,85.7,481,453,28
2025-06-12,Thursday,0,Rainy,0,None,67.5,326,306,20
2025-06-13,Friday,0,Sunny,0,Cultural Event,82.7,465,455,10
2025-06-14,Saturday,1,Cloudy,0,None,65.4,326,317,9
2025-06-15,Sunday,1,Cloudy,0,None,68.0,339,314,25
2025-06-16,Monday,0,Sunny,0,None,81.1,429,419,10
2025-06-17,Tuesday,0,Sunny,0,None,85.4,451,427,24
2025-06-18,Wednesday,0,Sunny,0,Workshop,80.7,453,434,19
2025-06-19,Thursday,0,Rainy,0,None,72.0,348,342,6
2025-06-20,Friday,0,Sunny,0,None,88.2,466,453,13
2025-06-21,Saturday,1,Rainy,0,Cultural Event,56.7,291,281,10
2025-06-22,Sunday,1,Cloudy,0,None,57.0,284,267,17
2025-06-23,Monday,0,Sunny,0,None,76.9,406,373,33
2025-06-24,Tuesday,0,Rainy,0,None,74.5,360,348,12
2025-06-25,Wednesday,0,Sunny,0,Sports Event,85.1,478,461,17
2025-06-26,Thursday,0,Sunny,0,None,82.7,437,420,17
2025-06-27,Friday,0,Sunny,0,None,76.6,404,371,33
2025-06-28,Saturday,1,Sunny,0,None,71.0,375,370,5
2025-06-29,Sunday,1,Rainy,1,None,66.8,353,340,13
2025-06-30,Monday,0,Rainy,0,None,66.6,322,307,15
2025-07-01,Tuesday,0,Rainy,0,None,73.0,353,331,22
2025-07-02,Wednesday,0,Sunny,0,None,88.6,468,446,22
2025-07-03,Thursday,0,Sunny,0,None,86.1,455,437,18
2025-07-04,Friday,0,Cloudy,0,None,77.3,385,359,26
2025-07-05,Saturday,1,Rainy,0,None,58.9,285,273,12
2025-07-06,Sunday,1,Sunny,0,Festival,72.8,409,401,8
2025-07-07,Monday,0,Sunny,0,None,85.6,452,429,23
2025-07-08,Tuesday,0,Sunny,0,None,81.7,432,413,19
2025-07-09,Wednesday,0,Cloudy,0,None,80.7,402,384,18
2025-07-10,Thursday,0,Cloudy,0,None,77.3,385,380,5
2025-07-11,Friday,0,Cloudy,0,None,80.1,399,396,3
2025-07-12,Saturday,1,Hot,0,None,58.1,275,259,16
2025-07-13,Sunday,1,Sunny,0,None,73.1,386,377,9
2025-07-14,Monday,0,Rainy,0,None,73.3,354,339,15
2025-07-15,Tuesday,0,Sunny,0,Workshop,78.5,441,434,7
2025-07-16,Wednesday,0,Sunny,0,Sports Event,83.3,468,468,0
2025-07-17,Thursday,0,Rainy,0,None,63.2,305,292,13
2025-07-18,Friday,0,Cloudy,1,None,83.7,456,443,13
2025-07-19,Saturday,1,Sunny,0,None,65.1,344,324,20
2025-07-20,Sunday,1,Hot,0,None,56.8,269,269,0
2025-07-21,Monday,0,Rainy,0,None,69.2,334,315,19
2025-07-22,Tuesday,0,Hot,1,None,79.2,410,389,21
2025-07-23,Wednesday,0,Cloudy,0,Sports Event,76.9,407,393,14
2025-07-24,Thursday,0,Cloudy,0,None,80.0,399,376,23
2025-07-25,Friday,0,Cloudy,0,None,81.8,407,395,12
2025-07-26,Saturday,1,Rainy,0,None,53.2,257,240,17
2025-07-27,Sunday,1,Sunny,0,None,65.6,346,333,13
2025-07-28,Monday,0,Hot,0,None,77.5,367,359,8
2025-07-29,Tuesday,0,Sunny,0,None,84.9,449,421,28
2025-07-30,Wednesday,0,Sunny,0,None,84.9,449,421,28
2025-07-31,Thursday,0,Cloudy,0,None,80.8,403,369,34
2025-08-01,Friday,0,Hot,0,None,76.6,362,362,0
2025-08-02,Saturday,1,Cloudy,0,None,73.1,364,341,23
2025-08-03,Sunday,1,Sunny,0,None,67.9,358,332,26
2025-08-04,Monday,0,Sunny,0,None,88.1,465,450,15
2025-08-05,Tuesday,0,Hot,0,None,79.4,376,357,19
2025-08-06,Wednesday,0,Rainy,0,None,73.2,354,328,26
2025-08-07,Thursday,0,Sunny,0,None,76.9,406,395,11
2025-08-08,Friday,0,Rainy,0,None,72.2,349,331,18
2025-08-09,Saturday,1,Cloudy,0,Cultural Event,63.9,338,329,9
2025-08-10,Sunday,1,Sunny,0,None,64.8,342,310,32
2025-08-11,Monday,0,Sunny,0,None,74.3,392,376,16
2025-08-12,Tuesday,0,Sunny,0,None,86.9,459,446,13
2025-08-13,Wednesday,0,Rainy,0,None,71.9,347,332,15
2025-08-14,Thursday,0,Sunny,0,None,77.6,410,381,29
2025-08-15,Friday,0,Sunny,0,None,83.1,439,436,3
2025-08-16,Saturday,1,Sunny,0,Sports Event,72.9,409,403,6
2025-08-17,Sunday,1,Sunny,0,None,65.5,346,330,16
2025-08-18,Monday,0,Hot,0,None,75.4,357,340,17
2025-08-19,Tuesday,0,Rainy,0,None,67.4,326,303,23
2025-08-20,Wednesday,0,Sunny,0,None,85.9,454,441,13
2025-08-21,Thursday,0,Rainy,0,None,74.1,358,355,3
2025-08-22,Friday,0,Rainy,0,None,68.8,333,317,16
2025-08-23,Saturday,1,Cloudy,0,None,62.9,313,304,9
2025-08-24,Sunday,1,Cloudy,1,None,63.9,348,328,20
2025-08-25,Monday,0,Sunny,0,None,83.0,438,431,7
2025-08-26,Tuesday,0,Sunny,0,None,89.2,471,446,25
2025-08-27,Wednesday,0,Sunny,0,None,87.2,461,444,17
2025-08-28,Thursday,0,Sunny,0,Cultural Event,79.9,449,419,30
2025-08-29,Friday,0,Cloudy,0,None,78.5,391,386,5
2025-08-30,Saturday,1,Sunny,0,None,77.3,408,396,12
2025-08-31,Sunday,1,Hot,1,None,64.2,333,320,13
2025-09-01,Monday,0,Sunny,0,None,84.8,448,438,10
2025-09-02,Tuesday,0,Sunny,0,None,89.0,470,462,8
2025-09-03,Wednesday,0,Cloudy,0,Workshop,90.0,477,462,15
2025-09-04,Thursday,0,Rainy,0,None,69.5,336,315,21
2025-09-05,Friday,0,Cloudy,0,None,74.4,371,364,7
2025-09-06,Saturday,1,Rainy,0,None,60.2,291,286,5
2025-09-07,Sunday,1,Sunny,1,None,73.4,424,403,21
2025-09-08,Monday,0,Rainy,0,None,77.8,376,364,12
2025-09-09,Tuesday,0,Cloudy,0,Cultural Event,83.0,440,423,17
2025-09-10,Wednesday,0,Hot,1,Workshop,82.5,454,435,19
2025-09-11,Thursday,0,Hot,0,None,67.6,320,307,13
2025-09-12,Friday,0,Sunny,0,None,86.0,454,423,31
2025-09-13,Saturday,1,Sunny,0,None,75.1,397,383,14
2025-09-14,Sunday,1,Cloudy,0,None,66.9,333,331,2
2025-09-15,Monday,0,Cloudy,0,None,77.4,386,373,13
2025-09-16,Tuesday,0,Sunny,0,None,81.5,430,410,20
2025-09-17,Wednesday,0,Hot,0,None,74.4,352,330,22
2025-09-18,Thursday,0,Sunny,0,None,85.6,452,426,26
2025-09-19,Friday,0,Cloudy,0,None,79.2,394,379,15
2025-09-20,Saturday,1,Rainy,0,None,64.8,313,293,20
2025-09-21,Sunday,1,Hot,0,None,57.4,272,272,0
2025-09-22,Monday,0,Rainy,1,None,74.2,392,390,2
2025-09-23,Tuesday,0,Hot,0,None,88.9,421,412,9
2025-09-24,Wednesday,0,Sunny,0,None,81.6,431,422,9
2025-09-25,Thursday,0,Sunny,0,Festival,88.1,495,460,35
2025-09-26,Friday,0,Hot,0,Workshop,75.4,379,359,20
2025-09-27,Saturday,1,Sunny,0,None,67.1,354,341,13
2025-09-28,Sunday,1,Sunny,0,None,70.3,371,343,28
2025-09-29,Monday,0,Sunny,0,None,83.5,441,425,16
2025-09-30,Tuesday,0,Hot,0,None,67.1,318,297,21
2025-10-01,Wednesday,0,Sunny,0,None,71.5,378,350,28
2025-10-02,Thursday,0,Cloudy,0,Sports Event,79.4,421,413,8
2025-10-03,Friday,0,Cloudy,0,None,71.3,355,345,10
2025-10-04,Saturday,1,Rainy,0,None,53.9,260,260,0
2025-10-05,Sunday,1,Hot,0,None,53.6,254,238,16
2025-10-06,Monday,0,Sunny,0,None,88.9,470,462,8
2025-10-07,Tuesday,0,Rainy,0,None,77.8,376,347,29
2025-10-08,Wednesday,0,Sunny,0,None,81.1,429,412,17
2025-10-09,Thursday,0,Cloudy,0,None,77.8,388,374,14
2025-10-10,Friday,0,Sunny,0,None,92.2,487,472,15
2025-10-11,Saturday,1,Cloudy,0,None,69.7,347,341,6
2025-10-12,Sunday,1,Hot,0,None,65.0,308,299,9
2025-10-13,Monday,0,Cloudy,0,None,80.9,403,359,44
2025-10-14,Tuesday,0,Cloudy,0,None,73.2,365,346,19
2025-10-15,Wednesday,0,Sunny,0,None,84.0,444,431,13
2025-10-16,Thursday,0,Sunny,0,None,83.5,441,424,17
2025-10-17,Friday,0,Hot,0,Sports Event,75.2,378,361,17
2025-10-18,Saturday,1,Cloudy,0,None,60.0,299,280,19
2025-10-19,Sunday,1,Cloudy,0,None,67.2,335,326,9
2025-10-20,Monday,0,Sunny,0,None,85.9,454,442,12
2025-10-21,Tuesday,0,Cloudy,0,None,82.0,409,391,18
2025-10-22,Wednesday,0,Rainy,0,None,80.0,386,383,3
2025-10-23,Thursday,0,Sunny,0,None,84.6,447,432,15
2025-10-24,Friday,0,Sunny,0,None,81.9,433,422,11
2025-10-25,Saturday,1,Sunny,0,None,68.1,360,353,7
2025-10-26,Sunday,1,Sunny,0,None,67.5,356,330,26
2025-10-27,Monday,0,Sunny,0,Sports Event,84.3,473,460,13
2025-10-28,Tuesday,0,Rainy,0,None,74.1,358,328,30
2025-10-29,Wednesday,0,Hot,0,None,73.0,345,341,4
2025-10-30,Thursday,0,Hot,0,None,75.4,357,340,17
2025-10-31,Friday,0,Rainy,0,None,75.0,363,355,8
2025-11-01,Saturday,1,Sunny,0,None,70.5,372,353,19
2025-11-02,Sunday,1,Sunny,0,None,65.2,344,335,9
2025-11-03,Monday,0,Rainy,0,None,83.2,402,376,26
2025-11-04,Tuesday,0,Sunny,0,None,84.6,447,434,13
2025-11-05,Wednesday,0,Sunny,0,None,89.7,474,451,23
2025-11-06,Thursday,0,Sunny,0,None,91.2,482,464,18
2025-11-07,Friday,0,Rainy,0,None,63.0,305,286,19
2025-11-08,Saturday,1,Sunny,0,None,67.1,354,353,1
2025-11-09,Sunday,1,Sunny,0,None,70.3,371,359,12
2025-11-10,Monday,0,Rainy,0,None,74.3,359,344,15
2025-11-11,Tuesday,0,Cloudy,0,None,79.9,398,378,20
2025-11-12,Wednesday,0,Hot,0,Cultural Event,79.9,402,396,6
2025-11-13,Thursday,0,Cloudy,0,Cultural Event,75.5,400,390,10
2025-11-14,Friday,0,Rainy,0,None,75.2,363,362,1
2025-11-15,Saturday,1,Rainy,0,None,57.5,278,268,10
2025-11-16,Sunday,1,Sunny,0,None,65.1,344,335,9
2025-11-17,Monday,0,Sunny,0,None,83.1,439,421,18
2025-11-18,Tuesday,0,Rainy,0,Workshop,68.5,352,336,16
2025-11-19,Wednesday,0,Rainy,0,None,77.4,374,361,13
2025-11-20,Thursday,0,Rainy,0,None,79.6,385,352,33
2025-11-21,Friday,0,Sunny,0,None,87.5,462,449,13
2025-11-22,Saturday,1,Sunny,0,None,70.9,375,369,6
2025-11-23,Sunday,1,Sunny,0,None,70.6,373,359,14
2025-11-24,Monday,0,Hot,0,None,67.1,317,303,14
2025-11-25,Tuesday,0,Sunny,0,None,79.7,421,421,0
2025-11-26,Wednesday,0,Rainy,1,Cultural Event,66.5,374,357,17
2025-11-27,Thursday,0,Sunny,0,None,80.2,424,409,15
2025-11-28,Friday,0,Sunny,0,None,88.3,466,443,23
2025-11-29,Saturday,1,Sunny,1,None,71.4,413,399,14
2025-11-30,Sunday,1,Sunny,0,None,75.0,396,380,16
2025-12-01,Monday,0,Sunny,0,None,77.9,411,389,22
2025-12-02,Tuesday,0,Sunny,0,None,81.6,431,418,13
2025-12-03,Wednesday,0,Sunny,0,None,80.4,425,402,23
2025-12-04,Thursday,0,Sunny,0,None,81.6,431,413,18
2025-12-05,Friday,0,Hot,0,Festival,63.8,321,299,22
2025-12-06,Saturday,1,Rainy,0,None,59.1,285,281,4
2025-12-07,Sunday,1,Sunny,0,None,67.1,354,346,8
2025-12-08,Monday,0,Rainy,0,None,65.1,315,304,11
2025-12-09,Tuesday,0,Sunny,0,Sports Event,89.1,500,493,7
2025-12-10,Wednesday,0,Rainy,0,None,68.3,330,327,3
2025-12-11,Thursday,0,Cloudy,0,None,78.1,389,363,26
2025-12-12,Friday,0,Cloudy,0,None,80.5,401,381,20
2025-12-13,Saturday,1,Sunny,0,None,78.7,416,397,19
2025-12-14,Sunday,1,Rainy,0,None,54.8,265,255,10
2025-12-15,Monday,0,Sunny,0,None,87.3,461,449,12
2025-12-16,Tuesday,0,Sunny,0,None,85.9,453,432,21
2025-12-17,Wednesday,0,Sunny,1,None,88.8,513,491,22
2025-12-18,Thursday,0,Rainy,0,None,75.0,362,350,12
2025-12-19,Friday,0,Rainy,0,None,81.0,392,384,8
2025-12-20,Saturday,1,Sunny,0,None,59.4,313,304,9
2025-12-21,Sunday,1,Hot,0,None,53.2,252,235,17
2025-12-22,Monday,0,Rainy,0,Workshop,76.8,394,377,17
2025-12-23,Tuesday,0,Hot,0,None,59.1,280,267,13
2025-12-24,Wednesday,0,Sunny,0,None,86.0,454,442,12
2025-12-25,Thursday,0,Rainy,1,None,66.6,352,347,5
2025-12-26,Friday,0,Sunny,0,None,76.2,402,389,13
2025-12-27,Saturday,1,Cloudy,0,None,64.4,321,315,6
2025-12-28,Sunday,1,Sunny,0,None,71.4,377,366,11
2025-12-29,Monday,0,Hot,0,None,86.6,410,393,17
2025-12-30,Tuesday,0,Sunny,0,Cultural Event,80.8,454,454,0
2025-12-31,Wednesday,0,Sunny,0,None,83.5,441,423,18
2026-01-01,Thursday,0,Hot,0,Festival,84.6,426,412,14
2026-01-02,Friday,0,Cloudy,0,None,77.7,387,370,17
2026-01-03,Saturday,1,Sunny,0,None,68.1,360,350,10
2026-01-04,Sunday,1,Hot,0,None,63.8,302,279,23
2026-01-05,Monday,0,Hot,0,None,72.9,345,335,10
2026-01-06,Tuesday,0,Cloudy,0,None,86.4,430,424,6
2026-01-07,Wednesday,0,Cloudy,0,None,70.2,350,338,12
2026-01-08,Thursday,0,Sunny,0,None,79.4,419,399,20
2026-01-09,Friday,0,Cloudy,1,Sports Event,93.3,541,522,19
2026-01-10,Saturday,1,Cloudy,0,None,70.9,353,338,15
2026-01-11,Sunday,1,Sunny,0,None,73.5,388,376,12
2026-01-12,Monday,0,Cloudy,0,None,76.9,383,383,0
2026-01-13,Tuesday,0,Rainy,0,None,66.7,323,323,0
2026-01-14,Wednesday,0,Cloudy,0,None,77.9,388,372,16
2026-01-15,Thursday,0,Sunny,0,None,79.4,420,411,9
2026-01-16,Friday,0,Sunny,0,Workshop,81.4,457,432,25
2026-01-17,Saturday,1,Cloudy,0,None,62.8,313,278,35
2026-01-18,Sunday,1,Cloudy,0,None,66.8,333,310,23
2026-01-19,Monday,0,Sunny,0,Workshop,93.6,525,502,23
2026-01-20,Tuesday,0,Cloudy,0,None,78.5,391,374,17
2026-01-21,Wednesday,0,Sunny,0,None,84.5,446,444,2
2026-01-22,Thursday,0,Rainy,0,None,66.7,323,314,9
2026-01-23,Friday,0,Rainy,0,None,64.2,310,287,23
2026-01-24,Saturday,1,Rainy,0,None,56.9,275,247,28
2026-01-25,Sunday,1,Hot,0,Workshop,59.0,297,297,0
2026-01-26,Monday,0,Sunny,0,None,85.6,452,442,10
2026-01-27,Tuesday,0,Sunny,0,None,85.6,452,437,15
2026-01-28,Wednesday,0,Sunny,0,None,78.6,415,397,18
2026-01-29,Thursday,0,Cloudy,0,None,82.6,411,387,24
2026-01-30,Friday,0,Rainy,0,None,72.7,351,337,14
2026-01-31,Saturday,1,Sunny,0,None,80.0,422,408,14
2026-02-01,Sunday,1,Sunny,0,None,60.0,317,292,25
2026-02-02,Monday,0,Rainy,0,None,69.4,336,308,28
2026-02-03,Tuesday,0,Hot,0,None,72.1,341,325,16
2026-02-04,Wednesday,0,Cloudy,0,Sports Event,84.1,445,432,13
2026-02-05,Thursday,0,Cloudy,0,None,89.0,444,420,24
2026-02-06,Friday,0,Rainy,0,None,78.6,380,364,16
2026-02-07,Saturday,1,Sunny,0,None,76.8,406,389,17
2026-02-08,Sunday,1,Sunny,0,None,72.0,380,354,26
2026-02-09,Monday,0,Sunny,0,None,77.1,407,387,20
2026-02-10,Tuesday,0,Sunny,0,None,83.3,440,421,19
2026-02-11,Wednesday,0,Sunny,0,None,79.3,419,398,21
2026-02-12,Thursday,0,Hot,0,None,65.1,308,297,11
2026-02-13,Friday,0,Rainy,0,None,63.7,308,287,21
2026-02-14,Saturday,1,Sunny,0,None,71.7,379,374,5
2026-02-15,Sunday,1,Cloudy,0,Sports Event,58.9,312,281,31
2026-02-16,Monday,0,Sunny,0,None,77.1,407,381,26
2026-02-17,Tuesday,0,Cloudy,0,None,81.3,405,393,12
2026-02-18,Wednesday,0,Hot,0,None,72.7,344,341,3
2026-02-19,Thursday,0,Cloudy,0,None,85.8,427,416,11
2026-02-20,Friday,0,Rainy,0,None,72.4,350,335,15
2026-02-21,Saturday,1,Sunny,0,None,72.7,384,384,0
2026-02-22,Sunday,1,Rainy,0,Festival,59.2,304,298,6
2026-02-23,Monday,0,Sunny,0,None,72.3,382,380,2
2026-02-24,Tuesday,0,Sunny,0,None,79.8,422,407,15
2026-02-25,Wednesday,0,Sunny,0,None,75.2,397,390,7
2026-02-26,Thursday,0,Rainy,0,None,73.5,355,323,32
2026-02-27,Friday,0,Sunny,0,None,83.4,440,434,6
2026-02-28,Saturday,1,Sunny,0,None,76.4,403,393,10
2026-03-01,Sunday,1,Rainy,0,None,58.9,285,260,25
2026-03-02,Monday,0,Rainy,0,None,65.5,317,304,13
2026-03-03,Tuesday,0,Cloudy,0,Sports Event,81.0,429,414,15
2026-03-04,Wednesday,0,Rainy,0,None,71.7,346,337,9
2026-03-05,Thursday,0,Rainy,0,None,72.8,352,333,19
2026-03-06,Friday,0,Sunny,0,None,81.3,429,424,5
2026-03-07,Saturday,1,Sunny,0,None,71.2,376,361,15
2026-03-08,Sunday,1,Hot,1,None,61.2,317,293,24
2026-03-09,Monday,0,Rainy,0,None,73.1,353,336,17
2026-03-10,Tuesday,0,Sunny,0,Workshop,83.5,469,452,17
2026-03-11,Wednesday,0,Rainy,0,None,68.7,332,322,10
2026-03-12,Thursday,0,Sunny,0,None,72.6,384,375,9
2026-03-13,Friday,0,Sunny,0,None,81.1,428,408,20
2026-03-14,Saturday,1,Sunny,0,Festival,68.7,386,386,0
2026-03-15,Sunday,1,Sunny,0,None,67.4,356,343,13
2026-03-16,Monday,0,Cloudy,0,None,77.9,388,363,25
2026-03-17,Tuesday,0,Cloudy,0,None,78.1,389,368,21
2026-03-18,Wednesday,0,Sunny,0,None,86.5,457,430,27
2026-03-19,Thursday,0,Rainy,0,Workshop,70.5,362,355,7
2026-03-20,Friday,0,Rainy,0,None,68.2,329,326,3
2026-03-21,Saturday,1,Cloudy,0,None,59.8,298,288,10
2026-03-22,Sunday,1,Rainy,0,None,51.7,250,232,18
2026-03-23,Monday,0,Sunny,0,None,79.4,419,419,0
2026-03-24,Tuesday,0,Sunny,0,None,84.4,446,419,27
2026-03-25,Wednesday,0,Cloudy,0,None,72.3,360,349,11
2026-03-26,Thursday,0,Cloudy,0,Cultural Event,68.8,365,342,23
2026-03-27,Friday,0,Cloudy,0,None,71.0,354,343,11
2026-03-28,Saturday,1,Sunny,0,Sports Event,70.5,396,365,31
2026-03-29,Sunday,1,Sunny,0,Workshop,69.8,392,376,16
2026-03-30,Monday,0,Sunny,0,None,84.5,446,414,32
2026-03-31,Tuesday,0,Hot,0,None,77.8,368,339,29
2026-04-01,Wednesday,0,Sunny,0,None,84.9,448,428,20
2026-04-02,Thursday,0,Hot,0,None,71.7,339,310,29
2026-04-03,Friday,0,Hot,0,None,68.6,325,318,7
2026-04-04,Saturday,1,Cloudy,0,None,63.9,318,313,5
2026-04-05,Sunday,1,Sunny,0,None,72.9,385,372,13
2026-04-06,Monday,0,Cloudy,0,None,74.5,371,353,18
2026-04-07,Tuesday,0,Sunny,0,None,77.4,409,378,31
2026-04-08,Wednesday,0,Rainy,0,Sports Event,69.8,359,346,13
2026-04-09,Thursday,0,Sunny,0,Cultural Event,85.2,478,468,10
2026-04-10,Friday,0,Sunny,0,None,78.6,415,411,4
2026-04-11,Saturday,1,Rainy,0,Festival,62.4,321,305,16
2026-04-12,Sunday,1,Sunny,0,None,66.9,353,331,22
2026-04-13,Monday,0,Hot,0,None,82.0,388,386,2
2026-04-14,Tuesday,0,Sunny,1,None,84.7,490,471,19
2026-04-15,Wednesday,0,Cloudy,0,None,80.0,399,372,27
2026-04-16,Thursday,0,Rainy,0,None,65.3,316,287,29
2026-04-17,Friday,0,Sunny,0,None,86.3,456,435,21
2026-04-18,Saturday,1,Rainy,0,None,60.0,290,278,12
2026-04-19,Sunday,1,Hot,0,Workshop,58.7,295,287,8
2026-04-20,Monday,0,Hot,0,Workshop,81.0,407,367,40
2026-04-21,Tuesday,0,Sunny,0,Workshop,80.5,452,443,9
2026-04-22,Wednesday,0,Rainy,0,None,65.0,314,298,16
2026-04-23,Thursday,0,Rainy,0,None,62.4,302,287,15
2026-04-24,Friday,0,Hot,0,None,81.0,383,369,14
2026-04-25,Saturday,1,Rainy,0,None,50.6,245,236,9
2026-04-26,Sunday,1,Rainy,0,Festival,55.2,284,265,19
2026-04-27,Monday,0,Sunny,0,None,85.2,450,419,31
2026-04-28,Tuesday,0,Rainy,0,None,75.5,365,342,23
2026-04-29,Wednesday,0,Rainy,0,None,67.8,328,313,15
2026-04-30,Thursday,0,Sunny,0,Sports Event,85.6,480,458,22
2026-05-01,Friday,0,Sunny,0,None,84.5,446,444,2
2026-05-02,Saturday,1,Sunny,0,Festival,79.9,448,435,13
2026-05-03,Sunday,1,Sunny,0,None,68.7,363,343,20
2026-05-04,Monday,0,Sunny,0,None,80.0,422,396,26
2026-05-05,Tuesday,0,Rainy,0,Cultural Event,73.4,377,366,11
2026-05-06,Wednesday,0,Rainy,0,None,82.1,397,379,18
2026-05-07,Thursday,0,Cloudy,0,Sports Event,86.6,459,440,19
2026-05-08,Friday,0,Cloudy,0,None,72.7,362,362,0
2026-05-09,Saturday,1,Cloudy,0,Workshop,67.8,359,345,14
2026-05-10,Sunday,1,Sunny,0,None,70.1,370,350,20
2026-05-11,Monday,0,Sunny,0,None,76.6,405,394,11
2026-05-12,Tuesday,0,Rainy,0,None,77.5,375,357,18
2026-05-13,Wednesday,0,Sunny,1,None,90.7,524,499,25
2026-05-14,Thursday,0,Sunny,0,None,88.6,468,456,12
2026-05-15,Friday,0,Rainy,0,None,66.0,319,313,6
2026-05-16,Saturday,1,Sunny,0,None,73.8,390,366,24
2026-05-17,Sunday,1,Sunny,0,None,70.3,371,362,9
2026-05-18,Monday,0,Hot,0,None,67.5,320,296,24
2026-05-19,Tuesday,0,Sunny,0,None,82.5,435,418,17
2026-05-20,Wednesday,0,Cloudy,1,None,81.0,442,421,21
2026-05-21,Thursday,0,Sunny,0,None,84.3,445,419,26
2026-05-22,Friday,0,Sunny,0,None,79.4,419,407,12
2026-05-23,Saturday,1,Sunny,0,None,75.1,397,388,9
2026-05-24,Sunday,1,Cloudy,0,None,67.3,336,325,11
2026-05-25,Monday,0,Rainy,0,None,71.5,345,339,6
